latitude,rating,url,name,longitude
42.88492,4.5,https://www.tripadvisor.com/Restaurant_Review-g60974-d7285776-Reviews-Bourbon_and_Butter-Buffalo_New_York.html,Bourbon and Butter,-78.87279
42.876667,4.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d7675138-Reviews-Hydraulic_Hearth_Restaurant_Brewery-Buffalo_New_York.html,Hydraulic Hearth Restaurant & Brewery,-78.8496
42.91319,4.5,https://www.tripadvisor.com/Restaurant_Review-g60974-d2481162-Reviews-Vera_Pizzeria-Buffalo_New_York.html,Vera Pizzeria,-78.87834
42.950275,4.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d663990-Reviews-Lake_Effect_Diner-Buffalo_New_York.html,Lake Effect Diner,-78.826515
42.89082,4.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d646928-Reviews-Bada_Bing_Bar_Grill-Buffalo_New_York.html,Bada Bing Bar & Grill,-78.87712
42.95864,4.5,https://www.tripadvisor.com/Restaurant_Review-g60974-d4456669-Reviews-Vizzi_s-Buffalo_New_York.html,Vizzi's,-78.85365
42.905872,4.5,https://www.tripadvisor.com/Restaurant_Review-g60974-d7159208-Reviews-The_Black_Sheep-Buffalo_New_York.html,The Black Sheep,-78.8872
42.952126,4.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d408574-Reviews-Amy_s_Place-Buffalo_New_York.html,Amy's Place,-78.825226
42.861153,4.5,https://www.tripadvisor.com/Restaurant_Review-g60974-d4783645-Reviews-English_Pork_Pie_Company-Buffalo_New_York.html,English Pork Pie Company,-78.83753
42.892185,4.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d879010-Reviews-Buffalo_Chophouse-Buffalo_New_York.html,Buffalo Chophouse,-78.87531
42.905834,4.5,https://www.tripadvisor.com/Restaurant_Review-g60974-d4289871-Reviews-Martin_Cooks-Buffalo_New_York.html,Martin Cooks,-78.888214
42.78604,4.5,https://www.tripadvisor.com/Restaurant_Review-g60974-d863108-Reviews-Poppyseed_Restaurant-Buffalo_New_York.html,Poppyseed Restaurant,-78.8122
42.98897,4.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d409202-Reviews-Santora_s_Phase_II-Buffalo_New_York.html,Santora's Phase II,-78.79035
42.899593,4.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d7991564-Reviews-Allen_Burger_Venture-Buffalo_New_York.html,Allen Burger Venture,-78.87643
42.941788,4.5,https://www.tripadvisor.com/Restaurant_Review-g60974-d1034229-Reviews-Vino_s_Italian_Restaurant-Buffalo_New_York.html,Vino's Italian Restaurant,-78.87875
42.80094,4.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d4026054-Reviews-Duff_s_Famous_Wings_in_Orchard_Park-Buffalo_New_York.html,Duff's Famous Wings in Orchard Park,-78.75333
,4.5,https://www.tripadvisor.com/Restaurant_Review-g60974-d8592760-Reviews-Panorama_on_Seven-Buffalo_New_York.html,,
42.95386,4.5,https://www.tripadvisor.com/Restaurant_Review-g60974-d8084395-Reviews-Lin_Authentic_Thai_Burmese_Restaurant-Buffalo_New_York.html,Lin Authentic Thai & Burmese Restaurant,-78.90561
42.924385,4.5,https://www.tripadvisor.com/Restaurant_Review-g60974-d4549903-Reviews-Ashker_s_Juice_Bar_Bistro-Buffalo_New_York.html,Ashker's Juice Bar & Bistro,-78.87702
42.91789,4.5,https://www.tripadvisor.com/Restaurant_Review-g60974-d6823179-Reviews-Agave_Mexican_Restaurant-Buffalo_New_York.html,Agave Mexican Restaurant,-78.87664
42.882317,4.5,https://www.tripadvisor.com/Restaurant_Review-g60974-d408874-Reviews-Charlie_The_Butcher_s_Express-Buffalo_New_York.html,Charlie The Butcher's Express,-78.875046
42.878395,4.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d8798868-Reviews-Pizza_Plant_Italian_Pub-Buffalo_New_York.html,Pizza Plant Italian Pub,-78.87633
42.97697,4.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d1982196-Reviews-The_Delaware-Buffalo_New_York.html,The Delaware,-78.87235
42.917854,4.5,https://www.tripadvisor.com/Restaurant_Review-g60974-d847477-Reviews-Globe_Market-Buffalo_New_York.html,Globe Market,-78.87752
42.83599,4.5,https://www.tripadvisor.com/Restaurant_Review-g60974-d409101-Reviews-Imperial_Pizza-Buffalo_New_York.html,Imperial Pizza,-78.80721
42.946117,4.5,https://www.tripadvisor.com/Restaurant_Review-g60974-d5079089-Reviews-Taj_Grill-Buffalo_New_York.html,Taj Grill,-78.86895
42.80756,4.5,https://www.tripadvisor.com/Restaurant_Review-g60974-d4626769-Reviews-Apollo_Family_Restaurant-Buffalo_New_York.html,Apollo Family Restaurant,-78.82449
42.89071,4.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d836004-Reviews-Chocolate_Bar-Buffalo_New_York.html,Chocolate Bar,-78.87729
42.8864,4.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d8858533-Reviews-Deep_South_Taco-Buffalo_New_York.html,Deep South Taco,-78.87156
42.95541,4.5,https://www.tripadvisor.com/Restaurant_Review-g60974-d4026028-Reviews-Anderson_s_Frozen_Custard-Buffalo_New_York.html,Anderson's Frozen Custard,-78.869774
42.95864,4.5,https://www.tripadvisor.com/Restaurant_Review-g60974-d821516-Reviews-Sinatra_s_Trilogy_Restaurant-Buffalo_New_York.html,Sinatra's Trilogy Restaurant,-78.85273
42.912025,4.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d6852292-Reviews-Texas_de_Brazil-Buffalo_New_York.html,Texas de Brazil,-78.76344
42.979355,4.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d409010-Reviews-Pizza_Plant_Italian_Pub-Buffalo_New_York.html,Pizza Plant Italian Pub,-78.69751
42.906242,5.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d7741975-Reviews-Niagara_Seafood_Inc-Buffalo_New_York.html,Niagara Seafood Inc,-78.89648
42.86992,4.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d8624670-Reviews-River_Works-Buffalo_New_York.html,River Works,-78.872635
42.916405,4.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d409072-Reviews-Acropolis_Family_Restaurant-Buffalo_New_York.html,Acropolis Family Restaurant,-78.8773
42.89063,4.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d4830530-Reviews-The_Lodge-Buffalo_New_York.html,The Lodge,-78.87596
42.911587,4.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d5078173-Reviews-Joe_s_Deli-Buffalo_New_York.html,Joe's Deli,-78.8774
42.94746,4.5,https://www.tripadvisor.com/Restaurant_Review-g60974-d510228-Reviews-Bob_John_s_La_Hacienda-Buffalo_New_York.html,Bob & John's La Hacienda,-78.85083
42.894043,4.5,https://www.tripadvisor.com/Restaurant_Review-g60974-d408556-Reviews-Rue_Franklin-Buffalo_New_York.html,Rue Franklin,-78.87384
42.91308,4.5,https://www.tripadvisor.com/Restaurant_Review-g60974-d408578-Reviews-Kuni_s_Sushi_Bar-Buffalo_New_York.html,Kuni's Sushi Bar,-78.87839
42.916615,4.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d408579-Reviews-Cecelia_s_Ristorante-Buffalo_New_York.html,Cecelia's Ristorante,-78.87751
42.9474,4.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d9856406-Reviews-Lloyd_Taco_Factory-Buffalo_New_York.html,Lloyd Taco Factory,-78.85256
42.96674,4.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d820743-Reviews-Brennan_s_Bowery_Bar_Restaurant-Buffalo_New_York.html,Brennan's Bowery Bar & Restaurant,-78.693695
42.949635,5.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d5008080-Reviews-Zahz_Pizza-Buffalo_New_York.html,Zahz Pizza,-78.74459
42.87583,4.5,https://www.tripadvisor.com/Restaurant_Review-g60974-d10218881-Reviews-The_Mahony-Buffalo_New_York.html,The Mahony,-78.86943
42.915237,4.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d2633760-Reviews-P_F_Chang_s-Buffalo_New_York.html,P.F. Chang's,-78.76313
42.88844,4.5,https://www.tripadvisor.com/Restaurant_Review-g60974-d10087418-Reviews-Raclettes-Buffalo_New_York.html,Raclettes,-78.87316
42.93857,4.5,https://www.tripadvisor.com/Restaurant_Review-g60974-d8673356-Reviews-Parkside_Meadow-Buffalo_New_York.html,Parkside Meadow,-78.850426
42.945087,4.5,https://www.tripadvisor.com/Restaurant_Review-g60974-d4339186-Reviews-Tokyo_II-Buffalo_New_York.html,Tokyo II,-78.86822
42.88972,4.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d7114797-Reviews-Sidelines_Sports_Bar_and_Grill-Buffalo_New_York.html,Sidelines Sports Bar and Grill,-78.87709
42.89016,4.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d409028-Reviews-Prima_Pizza_Pasta-Buffalo_New_York.html,Prima Pizza Pasta,-78.874344
42.881058,4.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d3248490-Reviews-BRAWLER_S_BACK_ALLEY_DELI-Buffalo_New_York.html,BRAWLER'S BACK ALLEY DELI,-78.87728
42.902252,4.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d4020842-Reviews-Lenox_Grill-Buffalo_New_York.html,Lenox Grill,-78.87502
42.947437,4.5,https://www.tripadvisor.com/Restaurant_Review-g60974-d883394-Reviews-The_Wellington_Pub-Buffalo_New_York.html,The Wellington Pub,-78.850975
43.01544,4.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d1058699-Reviews-Shannon_Pub-Buffalo_New_York.html,Shannon Pub,-78.82228
42.8926,4.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d905172-Reviews-Cabaret-Buffalo_New_York.html,Cabaret,-78.8737
42.889973,4.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d8674781-Reviews-Marble_Rye-Buffalo_New_York.html,Marble + Rye,-78.87001
42.9653,4.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d1457203-Reviews-Tully_s_Good_Times-Buffalo_New_York.html,Tully's Good Times,-78.693794
42.895813,4.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d408676-Reviews-Founding_Fathers_Restaurant-Buffalo_New_York.html,Founding Fathers Restaurant,-78.87416
42.8638,4.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d5081780-Reviews-The_Olive_Branch_Family_Restaurant-Buffalo_New_York.html,The Olive Branch Family Restaurant,-78.7539
42.877106,4.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d9709515-Reviews-Tim_Hortons-Buffalo_New_York.html,Tim Hortons,-78.87692
42.990826,4.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d5060296-Reviews-Zetti_s_Pizza_and_Pasta-Buffalo_New_York.html,Zetti's Pizza and Pasta,-78.79169
42.947876,4.5,https://www.tripadvisor.com/Restaurant_Review-g60974-d1064774-Reviews-Joe_s_Deli-Buffalo_New_York.html,Joe's Deli,-78.85919
42.992386,4.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d4632909-Reviews-Five_Guys-Buffalo_New_York.html,Five Guys,-78.69695
42.9529,4.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d8758129-Reviews-Sato_Ramen-Buffalo_New_York.html,Sato Ramen,-78.824356
42.89068,4.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d408568-Reviews-Jim_s_Steakout-Buffalo_New_York.html,Jim's Steakout,-78.87636
42.9153,4.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d6154501-Reviews-Pho_Dollar_Vietnamese_Restaurant_and_Bar-Buffalo_New_York.html,Pho Dollar Vietnamese Restaurant and Bar,-78.88981
42.92416,4.5,https://www.tripadvisor.com/Restaurant_Review-g60974-d5211809-Reviews-Gypsy_Parlor-Buffalo_New_York.html,Gypsy Parlor,-78.89014
42.92251,4.5,https://www.tripadvisor.com/Restaurant_Review-g60974-d408932-Reviews-Jim_s_Steak_out-Buffalo_New_York.html,Jim's Steak-out,-78.87701
42.890827,4.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d853233-Reviews-Salsarita_s_Fresh_Cantina-Buffalo_New_York.html,Salsarita's Fresh Cantina,-78.877174
42.93983,4.5,https://www.tripadvisor.com/Restaurant_Review-g60974-d409091-Reviews-Nick_s_Place-Buffalo_New_York.html,Nick's Place,-78.88552
42.89048,4.5,https://www.tripadvisor.com/Restaurant_Review-g60974-d10241450-Reviews-Local_Kitchen_Beer_Bar-Buffalo_New_York.html,Local Kitchen & Beer Bar,-78.87643
42.94772,4.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d408739-Reviews-Bertha_s-Buffalo_New_York.html,Bertha's,-78.8553
,4.5,https://www.tripadvisor.com/Restaurant_Review-g60974-d5316836-Reviews-Grill_Kabob-Buffalo_New_York.html,,
42.885136,4.5,https://www.tripadvisor.com/Restaurant_Review-g60974-d408679-Reviews-Gino_Joe_s_Pizza-Buffalo_New_York.html,Gino & Joe's Pizza,-78.87503
42.872234,4.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d409048-Reviews-Swannie_House-Buffalo_New_York.html,Swannie House,-78.87184
42.8996,4.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d846602-Reviews-Allen_St_Hardware_Store_Cafe-Buffalo_New_York.html,Allen St Hardware Store Cafe,-78.87922
42.926273,4.5,https://www.tripadvisor.com/Restaurant_Review-g60974-d408598-Reviews-Mister_Pizza-Buffalo_New_York.html,Mister Pizza,-78.87664
42.86063,5.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d10209968-Reviews-Parker_s_British_Institution-Buffalo_New_York.html,Parker's British Institution,-78.83835
42.890625,4.5,https://www.tripadvisor.com/Restaurant_Review-g60974-d10047686-Reviews-Expo-Buffalo_New_York.html,Expo,-78.87218
42.88803,4.5,https://www.tripadvisor.com/Restaurant_Review-g60974-d8746629-Reviews-D_Avolio-Buffalo_New_York.html,D'Avolio,-78.87325
42.892365,5.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d4252546-Reviews-Risa_s_Restaurant-Buffalo_New_York.html,Risa's Restaurant,-78.875786
42.95883,4.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d4824475-Reviews-Gigi_s_Cucina_Povera-Buffalo_New_York.html,Gigi's Cucina Povera,-78.854256
42.900276,5.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d3916359-Reviews-Twisted_Pickle-Buffalo_New_York.html,Twisted Pickle,-78.8627
42.88394,3.5,https://www.tripadvisor.com/Restaurant_Review-g60974-d874846-Reviews-Deco_Restaurant-Buffalo_New_York.html,Deco Restaurant,-78.88023
42.94755,4.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d408576-Reviews-Lone_Star_Fajita_Grill-Buffalo_New_York.html,Lone Star Fajita Grill,-78.83937
42.899563,4.5,https://www.tripadvisor.com/Restaurant_Review-g60974-d3509436-Reviews-Gatur_s_Ethiopian_Cuisine-Buffalo_New_York.html,Gatur's Ethiopian Cuisine,-78.872856
42.95827,4.5,https://www.tripadvisor.com/Restaurant_Review-g60974-d409117-Reviews-Neighbors_Pub-Buffalo_New_York.html,Neighbors Pub,-78.83038
42.94025,4.5,https://www.tripadvisor.com/Restaurant_Review-g60974-d4558545-Reviews-The_Kitchen_Table_Family_Restaurant-Buffalo_New_York.html,The Kitchen Table Family Restaurant,-78.87851
42.876003,4.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d4765687-Reviews-Larkin_Filling_Station-Buffalo_New_York.html,Larkin Filling Station,-78.84944
42.992035,4.5,https://www.tripadvisor.com/Restaurant_Review-g60974-d1170278-Reviews-Sake_Cafe_US-Buffalo_New_York.html,Sake Cafe US,-78.69696
42.89684,4.5,https://www.tripadvisor.com/Restaurant_Review-g60974-d1210107-Reviews-Just_Vino-Buffalo_New_York.html,Just Vino,-78.87076
42.859947,4.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d824881-Reviews-Picasso_s_Pizza-Buffalo_New_York.html,Picasso's Pizza,-78.75412
42.881794,4.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d841199-Reviews-The_Irish_Times-Buffalo_New_York.html,The Irish Times,-78.8738
,5.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d4825715-Reviews-Lovejoy_Pizza-Buffalo_New_York.html,,
,4.5,https://www.tripadvisor.com/Restaurant_Review-g60974-d3716820-Reviews-Panera_Bread-Buffalo_New_York.html,,
42.9225,4.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d2312437-Reviews-Mezza_Restaurant_Lounge-Buffalo_New_York.html,Mezza Restaurant & Lounge,-78.87701
42.885166,4.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d3387248-Reviews-Mike_A_at_Hotel_Lafayette-Buffalo_New_York.html,Mike A at Hotel Lafayette,-78.87317
42.96322,4.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d820009-Reviews-Sorrentino_s_Spaghetti_House-Buffalo_New_York.html,Sorrentino's Spaghetti House,-78.74269
42.90116,4.5,https://www.tripadvisor.com/Restaurant_Review-g60974-d10116753-Reviews-Pasion_Cuban-Buffalo_New_York.html,Pasion Cuban,-78.8768
