longitude,latitude,name,url,rating
-78.87851,42.94025,The Kitchen Table Family Restaurant,https://www.tripadvisor.com/Restaurant_Review-g60974-d4558545-Reviews-The_Kitchen_Table_Family_Restaurant-Buffalo_New_York.html,4.5
-78.69696,42.992035,Sake Cafe US,https://www.tripadvisor.com/Restaurant_Review-g60974-d1170278-Reviews-Sake_Cafe_US-Buffalo_New_York.html,4.5
-78.75412,42.859947,Picasso's Pizza,https://www.tripadvisor.com/Restaurant_Review-g60974-d824881-Reviews-Picasso_s_Pizza-Buffalo_New_York.html,4.0
,,,https://www.tripadvisor.com/Restaurant_Review-g60974-d3716820-Reviews-Panera_Bread-Buffalo_New_York.html,4.5
-78.87317,42.885166,Mike A at Hotel Lafayette,https://www.tripadvisor.com/Restaurant_Review-g60974-d3387248-Reviews-Mike_A_at_Hotel_Lafayette-Buffalo_New_York.html,4.0
,,,https://www.tripadvisor.com/Restaurant_Review-g60974-d4825715-Reviews-Lovejoy_Pizza-Buffalo_New_York.html,5.0
-78.80465,42.99314,The U,https://www.tripadvisor.com/Restaurant_Review-g60974-d5008430-Reviews-The_U-Buffalo_New_York.html,5.0
-78.805,42.8513,Hong Kong Kitchen,https://www.tripadvisor.com/Restaurant_Review-g60974-d408954-Reviews-Hong_Kong_Kitchen-Buffalo_New_York.html,5.0
-78.87175,42.89375,Chow Chocolat,https://www.tripadvisor.com/Restaurant_Review-g60974-d2183434-Reviews-Chow_Chocolat-Buffalo_New_York.html,5.0
-78.79791,42.9228,Raymondo's Pizzeria,https://www.tripadvisor.com/Restaurant_Review-g60974-d409107-Reviews-Raymondo_s_Pizzeria-Buffalo_New_York.html,5.0
-78.79795,42.87171,Diva's Pizzeria,https://www.tripadvisor.com/Restaurant_Review-g60974-d408560-Reviews-Diva_s_Pizzeria-Buffalo_New_York.html,5.0
-78.8766,42.89121,Destini's Pizza,https://www.tripadvisor.com/Restaurant_Review-g60974-d4921623-Reviews-Destini_s_Pizza-Buffalo_New_York.html,5.0
,,,https://www.tripadvisor.com/Restaurant_Review-g60974-d4764625-Reviews-Sean_Colin_s_Irish_Pub-Buffalo_New_York.html,5.0
-78.69684,42.97099,Subway,https://www.tripadvisor.com/Restaurant_Review-g60974-d4255459-Reviews-Subway-Buffalo_New_York.html,5.0
-78.80981,42.85541,Leo's Pizzeria,https://www.tripadvisor.com/Restaurant_Review-g60974-d408742-Reviews-Leo_s_Pizzeria-Buffalo_New_York.html,5.0
-78.72706,42.93254,Bianca's Pizza Place,https://www.tripadvisor.com/Restaurant_Review-g60974-d4659209-Reviews-Bianca_s_Pizza_Place-Buffalo_New_York.html,5.0
-78.77897,42.952415,Vin-Chet Pastry Shop,https://www.tripadvisor.com/Restaurant_Review-g60974-d4983076-Reviews-Vin_Chet_Pastry_Shop-Buffalo_New_York.html,5.0
-78.826385,42.825527,Broadway Bobby's Pizzeria,https://www.tripadvisor.com/Restaurant_Review-g60974-d4947920-Reviews-Broadway_Bobby_s_Pizzeria-Buffalo_New_York.html,5.0
-78.865585,42.94791,Manakeesh & More,https://www.tripadvisor.com/Restaurant_Review-g60974-d6616710-Reviews-Manakeesh_More-Buffalo_New_York.html,5.0
-78.83236,42.95843,DiMarco's,https://www.tripadvisor.com/Restaurant_Review-g60974-d829981-Reviews-DiMarco_s-Buffalo_New_York.html,5.0
-78.7975,42.898716,Wally's Cafe and Pizzeria,https://www.tripadvisor.com/Restaurant_Review-g60974-d6998050-Reviews-Wally_s_Cafe_and_Pizzeria-Buffalo_New_York.html,5.0
-78.84836,42.968113,Dooley's,https://www.tripadvisor.com/Restaurant_Review-g60974-d4628421-Reviews-Dooley_s-Buffalo_New_York.html,5.0
-78.89853,42.914585,Rich's Atrium,https://www.tripadvisor.com/Restaurant_Review-g60974-d3914232-Reviews-Rich_s_Atrium-Buffalo_New_York.html,5.0
-78.87716,42.894634,Jacobi's Pizza Express,https://www.tripadvisor.com/Restaurant_Review-g60974-d4840706-Reviews-Jacobi_s_Pizza_Express-Buffalo_New_York.html,5.0
-78.8755,42.877728,Roux Soup Bar and Cafe,https://www.tripadvisor.com/Restaurant_Review-g60974-d7805962-Reviews-Roux_Soup_Bar_and_Cafe-Buffalo_New_York.html,5.0
-78.87049,42.902233,Chuck's,https://www.tripadvisor.com/Restaurant_Review-g60974-d4655595-Reviews-Chuck_s-Buffalo_New_York.html,5.0
-78.8717,42.975918,Mike's Subs-Kenmore's Original,https://www.tripadvisor.com/Restaurant_Review-g60974-d5602793-Reviews-Mike_s_Subs_Kenmore_s_Original-Buffalo_New_York.html,4.0
-78.87421,42.892426,Bambino Bar & Kitchen,https://www.tripadvisor.com/Restaurant_Review-g60974-d2136917-Reviews-Bambino_Bar_Kitchen-Buffalo_New_York.html,4.0
-78.873566,42.8996,Colter Bay Grill,https://www.tripadvisor.com/Restaurant_Review-g60974-d3388676-Reviews-Colter_Bay_Grill-Buffalo_New_York.html,4.0
-78.86285,42.87852,DiTondo's,https://www.tripadvisor.com/Restaurant_Review-g60974-d1073996-Reviews-DiTondo_s-Buffalo_New_York.html,4.0
-78.81121,42.784,Subway,https://www.tripadvisor.com/Restaurant_Review-g60974-d4417819-Reviews-Subway-Buffalo_New_York.html,5.0
-78.81396,42.945133,Bailey Seafood,https://www.tripadvisor.com/Restaurant_Review-g60974-d4542035-Reviews-Bailey_Seafood-Buffalo_New_York.html,5.0
-78.83845,42.89773,Taste of Life,https://www.tripadvisor.com/Restaurant_Review-g60974-d409065-Reviews-Taste_of_Life-Buffalo_New_York.html,5.0
-78.8227,42.90286,Happy Swallow Restaurant,https://www.tripadvisor.com/Restaurant_Review-g60974-d4952418-Reviews-Happy_Swallow_Restaurant-Buffalo_New_York.html,5.0
-78.89902,42.95482,Roaming Buffalo,https://www.tripadvisor.com/Restaurant_Review-g60974-d4827554-Reviews-Roaming_Buffalo-Buffalo_New_York.html,5.0
-78.87405,42.8752,Lagerhaus 95,https://www.tripadvisor.com/Restaurant_Review-g60974-d3448281-Reviews-Lagerhaus_95-Buffalo_New_York.html,3.5
-78.87373,42.901066,Grille 620,https://www.tripadvisor.com/Restaurant_Review-g60974-d2315877-Reviews-Grille_620-Buffalo_New_York.html,4.0
-78.87289,42.89679,Hamlin House,https://www.tripadvisor.com/Restaurant_Review-g60974-d3902916-Reviews-Hamlin_House-Buffalo_New_York.html,4.0
-78.81721,42.852074,Conlon's Bar & Grill,https://www.tripadvisor.com/Restaurant_Review-g60974-d4434810-Reviews-Conlon_s_Bar_Grill-Buffalo_New_York.html,5.0
-78.79469,42.87164,Macedonian Red Hots,https://www.tripadvisor.com/Restaurant_Review-g60974-d883390-Reviews-Macedonian_Red_Hots-Buffalo_New_York.html,5.0
-78.876015,42.88632,Taki's Restaurant,https://www.tripadvisor.com/Restaurant_Review-g60974-d408902-Reviews-Taki_s_Restaurant-Buffalo_New_York.html,4.0
-78.69949,42.85655,Mayer Brothers Cider Mill,https://www.tripadvisor.com/Restaurant_Review-g60974-d8726202-Reviews-Mayer_Brothers_Cider_Mill-Buffalo_New_York.html,4.0
-78.79871,42.838737,Pottersfield,https://www.tripadvisor.com/Restaurant_Review-g60974-d4656943-Reviews-Pottersfield-Buffalo_New_York.html,4.5
-78.75375,42.945927,Johnny's Pizzeria & Restaurant,https://www.tripadvisor.com/Restaurant_Review-g60974-d4893106-Reviews-Johnny_s_Pizzeria_Restaurant-Buffalo_New_York.html,4.5
-78.87053,42.969353,Pizza Hut,https://www.tripadvisor.com/Restaurant_Review-g60974-d5099414-Reviews-Pizza_Hut-Buffalo_New_York.html,4.5
-78.843475,42.9478,Marco's Italian Deli,https://www.tripadvisor.com/Restaurant_Review-g60974-d5082143-Reviews-Marco_s_Italian_Deli-Buffalo_New_York.html,4.5
-78.75046,42.9281,Airport Pizzeria,https://www.tripadvisor.com/Restaurant_Review-g60974-d409184-Reviews-Airport_Pizzeria-Buffalo_New_York.html,4.5
-78.78861,42.89316,Kiebzak's Restaurant & Beginnings Banquets Facilits,https://www.tripadvisor.com/Restaurant_Review-g60974-d4936783-Reviews-Kiebzak_s_Restaurant_Beginnings_Banquets_Facilits-Buffalo_New_York.html,4.5
-78.87342,42.88697,JJ's Casa-Di-Pizza,https://www.tripadvisor.com/Restaurant_Review-g60974-d9696955-Reviews-JJ_s_Casa_Di_Pizza-Buffalo_New_York.html,4.5
-78.82329,42.84531,The Nine-Eleven Tavern,https://www.tripadvisor.com/Restaurant_Review-g60974-d950220-Reviews-The_Nine_Eleven_Tavern-Buffalo_New_York.html,4.0
-78.87781,42.934822,White Rabbit Yogurt,https://www.tripadvisor.com/Restaurant_Review-g60974-d5558309-Reviews-White_Rabbit_Yogurt-Buffalo_New_York.html,4.0
-78.875534,42.882416,Vasilis Restaurant,https://www.tripadvisor.com/Restaurant_Review-g60974-d6856150-Reviews-Vasilis_Restaurant-Buffalo_New_York.html,4.0
-78.87495,42.882168,Just Pizza,https://www.tripadvisor.com/Restaurant_Review-g60974-d3717353-Reviews-Just_Pizza-Buffalo_New_York.html,4.5
-78.87689,42.911827,Village Beer Merchant,https://www.tripadvisor.com/Restaurant_Review-g60974-d1073924-Reviews-Village_Beer_Merchant-Buffalo_New_York.html,4.5
,,,https://www.tripadvisor.com/Restaurant_Review-g60974-d8466392-Reviews-Knight_Slider_Food_Truck-Buffalo_New_York.html,4.5
-78.872505,42.89951,Presto,https://www.tripadvisor.com/Restaurant_Review-g60974-d6956884-Reviews-Presto-Buffalo_New_York.html,4.5
-78.86998,42.956516,Applebee's,https://www.tripadvisor.com/Restaurant_Review-g60974-d408687-Reviews-Applebee_s-Buffalo_New_York.html,4.0
-78.81415,42.892,Neapolis Family Restaurant,https://www.tripadvisor.com/Restaurant_Review-g60974-d449461-Reviews-Neapolis_Family_Restaurant-Buffalo_New_York.html,4.5
-78.82162,43.010998,Original Pancake House,https://www.tripadvisor.com/Restaurant_Review-g60974-d409225-Reviews-Original_Pancake_House-Buffalo_New_York.html,4.0
,,,https://www.tripadvisor.com/Restaurant_Review-g60974-d7079994-Reviews-Queen_City_Kitchen-Buffalo_New_York.html,4.0
-78.87164,42.872833,Ballyhoo,https://www.tripadvisor.com/Restaurant_Review-g60974-d10081325-Reviews-Ballyhoo-Buffalo_New_York.html,4.0
